Code	RA	DEC	Diameter	mag	Name
NGC679	1.828822	35.785222	2.3	12.4	
NGC680	1.829803	21.970667	2.9	13	
NGC681	1.819667	-10.426944	2.8	11.8	
NGC682	1.817889	-14.974722	0	13	
NGC683	1.82964	11.701183	0	15	
NGC684	1.837231	27.646222	3.9	13	
NGC685	1.795244	-52.761833	4.1	12	
NGC686	1.815611	-23.798333	0	13	
NGC687	1.842603	36.370667	0	13	
NGC688	1.845619	35.284361	0	13	
NGC689	1.831028	-27.466111	0	15	
NGC690	1.796728	-16.721611	0	14	
NGC691	1.844933	21.75975	3.5	12	
NGC692	1.811722	-48.648056	2.4	0	
NGC693	1.841914	6.144944	2.7	14	
NGC694	1.849581	21.997444	0.8	14	
NGC695	1.853948	22.582464	0.7	14	
NGC696	1.825322	-34.905361	0	0	
NGC697	1.854847	22.357806	4.7	13	
NGC698	1.828761	-34.831306	0	0	
NGC699	1.8455	-12.035833	0	14	
NGC700	1.871344	36.036611	0	15	
NGC701	1.851056	-9.703056	2.5	12.2	
NGC702	1.855333	-4.055833	1.5	14	
NGC703	1.877678	36.171278	1.5	15	
NGC704	1.877178	36.125611	0	14	
NGC705	1.878236	36.143833	0	14	
NGC706	1.864039	6.296056	2.2	13	
NGC707	1.85755	-8.506167	0	14	
NGC708	1.879564	36.151722	3.3	15	
NGC709	1.880736	36.222833	0	15	
NGC710	1.881656	36.053139	0	14	
NGC711	1.874388	17.512653	0	14	
NGC712	1.885708	36.819806	0	14	
NGC713	1.922658	-9.083667	0	15	
NGC714	1.891578	36.221	0	14	
NGC716	1.883233	12.708	0	0	
NGC717	1.898639	36.229222	0	14	
NGC718	1.887014	4.195278	2.8	11.7	
NGC719	1.894127	19.840272	0	14	
NGC720	1.883444	-13.738611	4.4	10.2	
NGC721	1.912644	39.383	2	13.4	
NGC722	1.913042	20.697972	0	14	
NGC723	1.896019	-23.757694	0	13	
NGC725	1.876528	-16.517778	0	14	
NGC726	1.925528	-10.800278	0	14	
NGC727	1.896992	-35.856222	0	0	
NGC731	1.915594	-9.011028	1.7	13	
NGC732	1.941031	36.802056	0	15	
NGC733	1.942703	33.056167	0	0	
NGC734	1.915889	-17.080056	0	0	
NGC735	1.943889	34.176611	2	14	
NGC736	1.944717	33.043972	2	12.2	
NGC738	1.946021	33.058731	0	15	
NGC739	1.948529	33.266675	0	15	
NGC740	1.948594	33.015444	1.7	15	
NGC741	1.939175	5.628639	3.2	11.3	
NGC742	1.940014	5.626222	0.2	15	
NGC743	1.976944	60.155	5	0	
NGC744	1.975833	55.473333	11	7.9	
NGC745	1.90215	-56.69375	1.5	0	
NGC746	1.9642	44.917861	1.9	13	
NGC748	1.939389	-4.4675	2.9	0	
NGC749	1.928078	-29.922417	0	14	
NGC750	1.95905	33.209833	1.6	12.2	
NGC751	1.959161	33.20325	1.3	12.5	
NGC752	1.961389	37.785	50	5.7	
NGC753	1.961786	35.915639	2.9	12.4	
NGC754	1.905806	-56.761389	0.7	0	
NGC755	1.939608	-9.062111	4	0	
NGC756	1.908103	-16.708028	0	15	
NGC758	1.928373	-3.066606	0	0	
NGC759	1.963994	36.342667	2.1	14	
NGC761	1.9638	33.377111	1.6	15	
NGC762	1.949389	-5.402778	0	13	
NGC765	1.979981	24.891889	0	14	
NGC766	1.978336	8.347	0	14	
NGC767	1.980778	-9.587222	0	14	
NGC768	1.978003	0.529056	0	14	
NGC769	1.993311	30.909472	0	13	
NGC770	1.987097	18.95475	1.3	14	
NGC772	1.988847	19.007972	7.1	10.3	
NGC773	1.981139	-11.515278	0	14	
NGC774	1.992994	14.008056	0	14	
NGC775	1.975722	-26.293056	0	14	
NGC776	1.998486	23.643972	0	13	
NGC777	2.004156	31.429528	3	12	
NGC778	2.005397	31.312972	0	14	
NGC779	1.995111	-5.964167	4.1	11	
NGC780	2.009785	28.225178	0	14	
NGC781	2.002506	12.6555	0	14	
NGC782	1.961178	-57.790639	2.1	13	
NGC783	2.018494	31.882222	1.8	13	
NGC784	2.021411	28.837306	6.2	11.8	
NGC785	2.027817	31.826222	0	14	
NGC786	2.023522	15.6465	0	14	
NGC787	2.013503	-9.002611	0	13	
NGC788	2.018433	-6.815714	1.8	12.3	
NGC789	2.040567	32.072111	0	14	
NGC790	2.022667	-5.370556	0	13	
NGC791	2.028961	8.499444	0	15	
NGC792	2.037597	15.712056	0	14	
NGC794	2.041492	18.372917	0	14	
NGC795	1.997083	-55.824722	1.5	0	
NGC796	1.945639	-74.219722	0	0	
NGC797	2.057776	38.117128	0	13	
NGC798	2.055453	32.077444	0	14	
NGC799	2.036761	0.101139	0	14	
NGC800	2.036622	0.130667	0	14	
NGC801	2.062506	38.259222	0	13	
NGC802	1.985167	-67.87	0.7	0	
NGC803	2.062481	16.031111	3.3	12.4	
NGC804	2.067267	30.832556	0	14	
NGC805	2.074889	28.812239	0	14	
NGC806	2.058694	-9.932778	0	14	
NGC807	2.082131	28.987806	0	14	
NGC808	2.065778	-23.313056	1.6	0	
NGC809	2.071928	-8.735389	0	14	
NGC810	2.091264	13.2515	0	15	
NGC811	2.066663	-9.105806	0	14	
NGC812	2.114419	44.571028	3.2	13	
NGC813	2.026806	-68.440278	1.3	0	
NGC814	2.177133	-15.773611	0	16	
NGC815	2.1775	-15.8125	0	16	
NGC816	2.135798	29.256042	0	15	
NGC818	2.1457	38.776667	3.2	13	
NGC819	2.142906	29.233833	0	14	
NGC820	2.140281	14.349194	0	13	
NGC821	2.139203	10.994694	3.5	10.8	
NGC822	2.110889	-41.157222	0	0	
NGC823	2.122219	-25.442111	0	14	
NGC824	2.114722	-36.453056	0	0	
NGC825	2.142319	6.323556	0	14	
NGC826	2.156983	30.73925	0	15	
NGC827	2.148981	7.971333	0	14	
NGC828	2.169319	39.19125	3.2	13	
NGC829	2.145028	-7.790556	1.4	0	
NGC830	2.149639	-7.7675	0	14	
NGC831	2.159597	6.096083	0	15	
NGC832	2.183564	35.54125	0	0	
NGC833	2.155778	-10.13325	1.9	12.7	
NGC834	2.183714	37.666694	0	13	
NGC835	2.156858	-10.136028	1.4	12.2	
NGC836	2.173599	-22.055014	0	14	
NGC837	2.171111	-22.430556	0	15	
NGC838	2.160672	-10.1465	1.7	12.8	
NGC839	2.161908	-10.183861	1.8	13	
NGC840	2.171183	7.845125	2.5	15	
NGC841	2.188183	37.497222	2	13	
NGC842	2.164097	-7.762639	2	0	
NGC844	2.170633	6.049778	0	15	
NGC845	2.205489	37.476889	0	14	
NGC846	2.203436	44.568028	0	13	
NGC847	2.203436	44.568028	0	0	
NGC848	2.171528	-10.320833	1.9	13.1	
NGC849	2.169763	-22.323089	0	0	
NGC850	2.187097	-1.48575	0	14	
NGC851	2.186714	3.779361	1.5	15	
NGC852	2.148694	-56.736944	0	0	
NGC853	2.194797	-9.305361	0	13	
NGC854	2.191833	-35.836389	0	0	
NGC855	2.234342	27.877083	0	13	
NGC856	2.227339	0.7175	0	14	
NGC857	2.210278	-31.944444	0	13	
NGC858	2.208306	-22.471389	1.6	13	
NGC860	2.250061	30.7786	0	15	
NGC861	2.264217	35.91325	0	15	
NGC862	2.217444	-42.033333	0	0	
NGC863	2.242647	0.766939	1.4	14	
NGC864	2.257664	6.002	4.6	11	
NGC865	2.270892	28.600083	0	14	
NGC868	2.266247	0.713472	0	15	
NGC869	2.316667	57.128333	30	4	Double cluster
NGC870	2.285889	14.5225	0	16	
NGC871	2.286289	14.547806	1.3	13.5	
NGC872	2.257014	-17.781694	0	14	
NGC873	2.275639	-11.348889	0	13	
NGC875	2.284675	1.244083	0	14	
NGC876	2.298133	14.520944	2.1	0	
NGC877	2.299894	14.544139	2.3	11.8	
NGC878	2.298417	-23.383889	0	15	
NGC879	2.280917	-8.963611	0	0	
NGC880	2.307556	-4.205556	0	0	
NGC881	2.312583	-6.639722	2.9	0	
NGC882	2.327756	15.814119	0	15	
NGC883	2.318114	-6.791278	0	13	
NGC884	2.371667	57.136667	30	4	Double cluster
NGC887	2.325722	-16.069722	0	13	
NGC888	2.290944	-59.861944	1.3	0	
NGC889	2.318556	-41.749167	0	0	
NGC890	2.366936	33.265389	2.9	12	
NGC891	2.375894	42.348306	13.5	10	
NGC892	2.347833	-23.113611	0	0	
NGC893	2.333003	-41.404222	0	0	
NGC895	2.360083	-5.521389	3.6	11.8	
NGC896	2.424389	62.019167	27	0	
NGC897	2.351722	-33.721389	0	0	
NGC898	2.388972	41.951444	2.1	14	
NGC899	2.364778	-20.823056	1.9	13	
NGC900	2.392277	26.511331	0	15	
NGC902	2.372742	-16.679167	0	14	
NGC903	2.400241	27.356153	0	0	
NGC904	2.40156	27.342175	0	15	
NGC905	2.378751	-8.719331	0	0	
NGC906	2.421194	42.089861	2	14	
NGC907	2.383917	-20.712778	1.9	13	
NGC908	2.384631	-21.234	5.5	10.2	
NGC909	2.42299	42.035267	0	14	
NGC910	2.424106	41.824139	2.3	15	
NGC911	2.42845	41.956167	0	14	
NGC912	2.428511	41.777942	0	15	
NGC913	2.429056	41.798889	0	0	
NGC914	2.434764	42.143972	0	14	
NGC915	2.429332	27.220917	0	15	
NGC916	2.429905	27.242322	0	15	
NGC918	2.430783	18.495833	3.4	13	
NGC919	2.437978	27.211583	0	15	
NGC920	2.464422	45.946722	0	15	
NGC921	2.442639	-15.8475	0	14	
NGC922	2.417944	-24.790556	1.9	12.2	
NGC923	2.459653	41.977833	0	14	
NGC924	2.446311	20.497389	0	14	
NGC925	2.454686	33.578806	9.8	10	
NGC926	2.435217	0.332	2.5	14	
NGC927	2.443686	12.154722	1.4	15	
NGC928	2.461375	27.220611	0	14	
NGC929	2.455056	-12.086944	0	15	
NGC930	2.464167	20.341667	0	13	
NGC931	2.470736	31.311194	0	14	
NGC932	2.465191	20.332319	1.9	14	
NGC933	2.488214	45.910983	0	15	
NGC934	2.459127	0.244911	0	14	
NGC935	2.469767	19.599306	0	14	
NGC936	2.460381	-1.155667	5.2	10.1	
NGC937	2.491156	42.249917	0	15	
NGC938	2.475961	20.2835	0	14	
NGC939	2.439194	-44.446111	0	0	
NGC940	2.490983	31.640833	0	13	
NGC941	2.474403	-1.151306	2.8	12.4	
NGC942	2.486171	-10.836153	0	14	
NGC943	2.485978	-10.828	0	0	
NGC944	2.444917	-14.515833	0	14	
NGC945	2.477	-10.538611	2.5	12	
NGC946	2.510691	42.232303	0	14	
NGC947	2.475889	-19.041583	2.6	12	
NGC948	2.47925	-10.513333	1.4	14	
NGC949	2.513597	37.136361	2.8	11.9	
NGC950	2.486556	-11.025278	0	14	
NGC951	2.4825	-22.35	0	15	
NGC953	2.519392	29.588611	0	14	
NGC954	2.481028	-41.402778	0	0	
NGC955	2.50925	-1.108444	3	12	
NGC956	2.541778	44.593611	8	9	
NGC957	2.555833	57.56	11	7.6	
NGC958	2.511833	-2.940556	2.8	12.2	
NGC959	2.539992	35.494361	2.2	13	
NGC960	2.528139	-9.300278	0	14	
NGC962	2.544428	28.0705	0	14	
NGC963	2.508639	-4.216389	0	0	
NGC964	2.518292	-36.034667	0	0	
NGC965	2.540306	-18.64	0	14	
NGC966	2.529722	-19.881833	0	14	
NGC967	2.536894	-17.216822	0	14	
NGC968	2.568391	34.479828	0	14	
NGC969	2.568878	32.946667	0	13	
NGC970	2.569942	32.976889	0	15	
NGC971	2.571075	32.979222	0	0	
NGC972	2.570372	29.311528	3.6	11.3	
NGC973	2.572247	32.50475	0	13	
NGC974	2.573875	32.954247	0	14	
NGC975	2.556339	9.601667	0	14	
NGC976	2.566631	20.976806	1.7	12.4	
NGC977	2.550944	-10.759722	0	13	
NGC978	2.579747	32.845528	0	14	
NGC979	2.527389	-44.524444	0	0	
NGC980	2.588508	40.926361	0	13	
NGC981	2.549972	-10.973889	0	14	
NGC982	2.590231	40.869333	0	14	
NGC984	2.578629	23.412872	0	14	
NGC985	2.577154	-8.7878	1.3	13.5	
NGC986	2.559478	-39.045667	3.7	11	
NGC987	2.613786	33.326917	0	13	
NGC988	2.591056	-9.356944	4.7	11	
NGC989	2.562789	-16.511531	0	15	
NGC990	2.605067	11.641833	0	14	
NGC991	2.592417	-7.154444	2.7	12	
NGC992	2.623744	21.100361	0	13	
NGC993	2.612786	2.049639	1.1	15	
NGC995	2.642231	41.528917	0	15	
NGC996	2.644389	41.647278	0	14	
NGC997	2.620639	7.310278	0	14	
NGC998	2.621253	7.335472	0	15	
NGC999	2.646533	41.67055	0	14	
NGC1000	2.647156	41.459758	0	15	
NGC1001	2.653511	41.671417	0	14	
NGC1002	2.648794	34.622472	0	14	
NGC1003	2.654614	40.872222	5.4	11.5	
NGC1004	2.628281	1.974722	0	14	
NGC1005	2.657669	41.493	0	14	
NGC1007	2.631172	2.15525	0	15	
NGC1008	2.63203	2.079347	0	15	
NGC1009	2.638625	2.309472	0	15	
NGC1010	2.626333	-11.025833	0	14	
NGC1011	2.627468	-11.005861	0	15	
NGC1012	2.654133	30.151444	2.9	13	
NGC1013	2.630688	-11.507383	0	14	
NGC1015	2.636553	-1.318694	3.5	12	
NGC1016	2.638769	2.118639	2.8	13	
NGC1017	2.630528	-11.010833	0	14	
NGC1018	2.636208	-9.544778	0	15	
NGC1019	2.640956	1.90725	1.2	15	
NGC1020	2.645583	2.230556	0	15	
NGC1021	2.646639	2.216667	0	15	
NGC1022	2.64241	-6.677606	2.5	11.4	
NGC1023	2.673328	39.062917	8.7	9.5	
NGC1024	2.653314	10.847056	4.7	14	
NGC1025	2.605528	-54.864444	1.2	0	
NGC1026	2.65534	6.543856	0	14	
NGC1027	2.711111	61.595	20	6.7	
NGC1028	2.660306	10.843333	0	15	
NGC1029	2.660136	10.793	0	14	
NGC1030	2.664064	18.024111	0	14	
NGC1031	2.61075	-54.859444	2.2	0	
NGC1032	2.656572	1.093306	3.6	13	
NGC1033	2.671146	-8.777044	0	14	
NGC1034	2.637194	-15.809444	0	14	
NGC1035	2.658067	-8.132806	2.2	13	
NGC1036	2.674736	19.297194	2	13	
NGC1037	2.666111	-1.733333	0	14	
NGC1038	2.668422	1.5085	0	14	
NGC1039	2.701389	42.761667	35	5.2	M34
NGC1041	2.673678	-5.440403	0	14	
NGC1042	2.673286	-8.433667	4.7	10.9	
NGC1043	2.679586	1.342528	0	15	
NGC1044	2.685009	8.738042	0.6	13.2	
NGC1045	2.67475	-11.278056	0	13	
NGC1046	2.686881	8.719317	0	0	
NGC1047	2.67575	-8.146944	1.5	15	
NGC1048	2.677197	-8.533639	1.3	14	
NGC1049	2.663431	-34.257833	0	0	
NGC1050	2.709883	34.763139	0	13	
NGC1051	2.684028	-6.936389	1.9	0	
NGC1052	2.684657	-8.255646	2.9	10.6	
NGC1053	2.720158	41.500222	0	14	
NGC1054	2.704381	18.217361	0	14	
NGC1055	2.695903	0.442389	7.6	10.6	
NGC1056	2.713478	28.574	0	13	
NGC1057	2.717486	32.491181	0	15	
NGC1058	2.724978	37.341083	3	11.5	
NGC1060	2.720867	32.424778	0	13	
NGC1061	2.721069	32.466694	0	15	
NGC1062	2.723342	32.462139	0	15	
NGC1063	2.702722	-5.568611	1.6	0	
NGC1064	2.706497	-9.362944	0	14	
NGC1065	2.701734	-15.091822	0	14	
NGC1066	2.730544	32.474689	0	15	
NGC1067	2.730714	32.511639	1.3	15	
NGC1068	2.711302	0.013372	6.9	8.8	M77
NGC1069	2.716667	-8.289167	0	14	
NGC1070	2.72285	4.967972	0	13	
NGC1071	2.718889	-8.774444	0	15	
NGC1072	2.725339	0.306833	1.7	14	
NGC1073	2.727911	1.375861	4.9	11	
NGC1074	2.726667	-16.296944	0	14	
NGC1075	2.725983	-16.20145	0	15	
NGC1076	2.724722	-14.754722	0	13	
NGC1077	2.766833	40.089861	0	16	
NGC1078	2.735562	-9.452772	0	15	
NGC1079	2.729033	-29.003417	3.1	11.4	
NGC1080	2.752769	-4.710889	1.4	0	
NGC1081	2.7515	-15.587778	0	13	
NGC1082	2.761456	-8.180703	0	15	
NGC1083	2.761306	-15.3575	0	14	
NGC1084	2.766611	-7.577222	2.9	10.6	
NGC1085	2.773723	3.606914	1.7	14	
NGC1086	2.798969	41.245972	0	13	
NGC1087	2.773669	0.498833	3.5	11	
NGC1088	2.784453	16.199917	0	15	
NGC1089	2.769473	-15.073617	0	14	
NGC1090	2.7761	0.247333	3.8	11.9	
NGC1092	2.758229	-17.542406	0	14	
NGC1093	2.804497	34.419556	0	14	
NGC1094	2.791042	0.285083	1.4	14	
NGC1095	2.793831	4.637389	0	14	
NGC1096	2.730333	-59.913333	2.3	0	
NGC1097	2.77195	-30.274694	9.3	9.3	
NGC1098	2.748251	-17.659583	0	14	
NGC1099	2.754961	-17.708611	0	13	
NGC1100	2.759986	-17.6885	0	13	
NGC1101	2.804121	4.577881	0	15	
NGC1102	2.786861	-22.208611	0	14	
NGC1103	2.801667	-13.959722	0	13	
NGC1104	2.810739	0.271556	1.3	15	
NGC1105	2.728325	-15.706058	0	15	
NGC1106	2.844589	41.671667	0	13	
NGC1107	2.822131	8.092639	0	14	
NGC1108	2.810694	-7.950833	0	0	
NGC1109	2.795442	13.255222	0	15	
NGC1110	2.819306	-7.838333	2.7	0	
NGC1111	2.810889	13.258889	0	0	
NGC1114	2.818639	-16.993333	0	13	
NGC1115	2.840378	13.266222	0	15	
NGC1116	2.843269	13.334556	0	15	
NGC1117	2.85365	13.185333	0	15	
NGC1118	2.832972	-12.164167	0	14	
NGC1120	2.817799	-14.471031	0	14	
NGC1121	2.844203	-1.733861	0	13	
NGC1122	2.880858	42.204917	0	13	
NGC1124	2.859972	-25.700833	0	15	
NGC1125	2.861192	-16.651	0	13	
NGC1126	2.871861	-1.296111	0	15	
NGC1127	2.881082	13.256492	0	15	
NGC1129	2.907608	41.579389	0	14	
NGC1130	2.906789	41.605528	0	13	
NGC1131	2.909439	41.558806	0	15	
NGC1132	2.88105	-1.274972	0	14	
NGC1133	2.878389	-8.804444	0	15	
NGC1134	2.894775	13.014472	2.5	13	
NGC1135	2.846444	-54.928889	0.8	0	
NGC1136	2.848278	-54.975556	1.7	0	
NGC1137	2.900744	2.961722	0	13	
NGC1138	2.943431	43.047222	0	14	
NGC1139	2.879665	-14.529478	0	15	
NGC1140	2.909306	-10.028056	1.4	12.5	
NGC1143	2.919367	0.178167	1.1	13.5	
NGC1144	2.920033	0.183736	0.9	13.3	
NGC1145	2.909278	-18.635833	0	13	
NGC1148	2.951219	-7.686	0	15	
NGC1149	2.956628	0.309525	0	15	
NGC1150	2.950368	-15.048625	0	15	
NGC1151	2.951275	-15.013347	0	0	
NGC1152	2.959333	-7.759167	0	15	
NGC1153	2.969558	3.361611	0	13	
NGC1154	2.968778	-10.363611	0	14	
NGC1155	2.970278	-10.350278	0	14	
NGC1156	2.995111	25.237944	3.1	11.7	
NGC1157	2.9685	-15.118861	0	0	
NGC1158	2.953181	-14.395669	0	15	
NGC1159	3.012908	43.162472	0	14	
NGC1160	3.020381	44.954833	1.6	13	
NGC1161	3.020606	44.897111	3.1	13	
NGC1162	2.982194	-12.398611	0	13	
NGC1163	3.006083	-17.152778	3.4	0	
NGC1164	3.033279	42.585103	0	14	
NGC1165	2.979861	-32.098611	3.1	0	
NGC1166	3.009719	11.842417	0	15	
NGC1167	3.028426	35.205397	3.1	12.3	
NGC1168	3.013064	11.772139	0	15	
NGC1169	3.059661	46.385611	4.4	11.7	
NGC1171	3.066369	43.398194	3.2	13	
NGC1172	3.026667	-14.836389	2.2	12	
NGC1175	3.075689	42.339556	2.5	12.8	
NGC1177	3.076997	42.362528	0	15	
NGC1179	3.044	-18.898333	4.6	12	
NGC1182	3.057917	-9.670833	0	0	
NGC1184	3.279206	80.792917	3	13	
NGC1185	3.049833	-9.132778	0	15	
NGC1186	3.091906	42.835028	3.3	13	
NGC1187	3.043769	-22.8675	5	11	
NGC1189	3.05675	-15.623361	0	14	
NGC1190	3.05725	-15.66225	0	15	
NGC1191	3.058581	-15.685647	0	15	
NGC1192	3.059634	-15.679036	0	15	
NGC1193	3.098611	44.383333	2	13	
NGC1194	3.063667	-1.103778	0	14	
NGC1195	3.059119	-12.039733	0	14	
NGC1196	3.059786	-12.076194	0	14	
NGC1198	3.103664	41.849028	0	14	
NGC1199	3.060694	-15.613972	2.2	11.5	
NGC1200	3.065147	-11.991889	0	13	
NGC1201	3.068861	-26.069444	4.4	10.6	
NGC1202	3.084019	-6.492139	0	0	
NGC1203	3.087264	-14.380889	0	15	
NGC1204	3.077783	-12.341722	0	15	
NGC1206	3.102709	-8.833208	0	0	
NGC1207	3.1376	38.382111	0	13	
NGC1208	3.103278	-9.541111	0	14	
NGC1209	3.100833	-15.611389	2.6	11.4	
NGC1210	3.112583	-25.718056	0	13	
NGC1211	3.114567	0.795083	0	13	
NGC1212	3.161764	40.892472	0	0	
NGC1213	3.154811	38.649222	0	15	
NGC1214	3.115561	-9.544639	0	14	
NGC1215	3.119333	-9.593444	0	14	
NGC1216	3.121814	-9.612722	0	15	
NGC1217	3.10175	-39.035833	0	0	
NGC1218	3.140629	4.111017	1.3	12.8	
NGC1219	3.141122	2.108111	0	13	
NGC1220	3.194444	53.345	2	12	
NGC1221	3.137667	-4.259722	0	15	
NGC1222	3.149111	-2.955	1.3	14	
NGC1224	3.187106	41.363278	1.7	16	
NGC1226	3.184836	35.3865	0	14	
NGC1227	3.185483	35.324389	0	15	
NGC1228	3.136581	-22.922917	0	14	
NGC1229	3.136381	-22.960694	1.9	14	
NGC1230	3.137844	-22.98425	0	15	
NGC1232	3.162581	-20.579556	7.8	9.9	
NGC1233	3.209214	39.318556	2.1	13.2	
NGC1234	3.160856	-7.8465	0	15	
NGC1236	3.191113	10.808325	0	15	
NGC1238	3.181297	-10.747881	0	14	
NGC1239	3.181596	-2.553325	0	15	
NGC1241	3.187431	-8.922417	3	13	
NGC1242	3.188706	-8.902667	1.3	14	
NGC1243	3.190414	-8.945556	0.4	14	
NGC1244	3.1085	-66.775556	2	0	
NGC1245	3.245	47.236667	10	8.4	
NGC1246	3.117139	-66.937778	1.5	0	
NGC1247	3.203944	-10.480833	3.6	13	
NGC1248	3.213472	-5.224722	1.3	14	
NGC1249	3.166994	-53.336111	5.2	12	
NGC1250	3.255875	41.355083	2.7	14	
NGC1253	3.235889	-2.822778	4.8	12	
NGC1254	3.239944	2.6775	0	15	
NGC1255	3.225528	-25.724722	4.1	11.1	
NGC1256	3.232861	-21.986389	0	14	
NGC1257	3.283194	41.528889	0	14	
NGC1258	3.23475	-21.774444	0	13	
NGC1259	3.288111	41.385833	0	15	
NGC1260	3.290922	41.405	1.7	14	
NGC1261	3.204369	-55.215861	6.9	8.4	
NGC1262	3.259333	-15.88	0	14	
NGC1263	3.260972	-15.098611	0	15	
NGC1264	3.299878	41.520056	0	15	
NGC1265	3.304378	41.857667	2.1	15	
NGC1266	3.266861	-2.426944	0	14	
NGC1267	3.312469	41.467639	1.4	15	
NGC1268	3.312567	41.488667	1.2	15	
NGC1270	3.316167	41.470139	1.1	12.9	
NGC1271	3.319806	41.352917	0	16	
NGC1272	3.322583	41.490583	2.5	15	
NGC1273	3.324114	41.540139	1.4	12.9	
NGC1274	3.327956	41.548972	0.6	15	
NGC1275	3.330065	41.511688	2.6	11.6	
NGC1276	3.330889	41.641944	0	0	
NGC1277	3.330992	41.573361	0.8	13.5	
NGC1278	3.331733	41.563444	1.7	12.6	
NGC1279	3.333036	41.479611	0	0	
NGC1280	3.299192	0.169778	0	14	
NGC1281	3.335033	41.629611	0.7	13.5	
NGC1282	3.336703	41.366917	1.7	14	
NGC1283	3.337633	41.398306	1.3	16	
NGC1284	3.295972	-10.288997	0	14	
NGC1285	3.298167	-7.298056	0	14	
NGC1286	3.296824	-7.617128	0	15	
NGC1287	3.309278	-2.730833	0	0	
NGC1288	3.287056	-32.576667	2.3	12.1	
NGC1289	3.313839	-1.97325	0	14	
NGC1291	3.288425	-41.107917	10.5	8.5	
NGC1292	3.304139	-27.610556	3.2	13	
NGC1293	3.360145	41.392594	1.1	15	
NGC1294	3.361111	41.360167	1.8	13.1	
NGC1296	3.313806	-13.0625	0	14	
NGC1297	3.320611	-19.1	2.3	13	
NGC1298	3.336953	-2.113783	1.5	14	
NGC1299	3.336028	-6.261667	0	14	
NGC1300	3.328025	-19.411472	6.5	10.4	
NGC1301	3.343139	-18.715833	0	13	
NGC1302	3.330806	-26.060556	4.4	11	
NGC1303	3.344673	-7.394744	0	15	
NGC1304	3.353549	-4.584069	0	14	
NGC1305	3.356411	-2.317083	1.9	15	
NGC1306	3.350836	-25.5125	1.4	0	
NGC1308	3.374583	-2.757222	0	15	
NGC1309	3.368444	-15.400194	2.3	11.6	
NGC1310	3.351008	-37.101944	2.3	0	
NGC1311	3.335194	-52.187222	0	0	
NGC1313	3.304367	-66.49775	8.5	9	
NGC1314	3.378094	-4.187	0	15	
NGC1315	3.385161	-21.375336	1.8	13	
NGC1316	3.378244	-37.208264	7.1	8.9	
NGC1317	3.378997	-37.103333	3.2	11	
NGC1319	3.398944	-21.5275	1.3	14	
NGC1320	3.4135	-3.042222	1.9	14	
NGC1321	3.413528	-3.015556	0	14	
NGC1322	3.415186	-2.919197	0	15	
NGC1323	3.415568	-2.822036	0	0	
NGC1324	3.417167	-5.745556	0	14	
NGC1325	3.407	-21.544444	4.6	11.6	
NGC1326	3.398972	-36.464167	4	10.5	
NGC1328	3.427516	-4.124914	0	0	
NGC1329	3.434	-17.591389	0	14	
NGC1330	3.4845	41.675278	0	15	
NGC1331	3.441167	-21.355	1.1	14	
NGC1332	3.438061	-21.334278	4.6	10.3	
NGC1333	3.488819	31.415667	9	0	
NGC1334	3.500483	41.832333	0	15	
NGC1335	3.505417	41.572778	0	15	
NGC1336	3.442222	-35.712778	0	0	
NGC1337	3.468264	-8.389361	6.8	11.7	
NGC1338	3.481778	-12.153333	0	13	
NGC1339	3.468472	-32.285556	2.3	13	
NGC1341	3.466167	-37.148611	1.6	13	
NGC1342	3.527222	37.376667	14	6.7	
NGC1343	3.630508	72.571222	2.8	12.3	
NGC1344	3.472081	-31.068167	3.9	10.3	
NGC1345	3.492139	-17.778889	1.4	13.7	
NGC1346	3.503672	-5.543194	0	15	
NGC1347	3.494939	-22.279083	0	13	
NGC1348	3.568333	51.408333	0	0	
NGC1349	3.52431	4.380758	0	15	
NGC1350	3.518925	-33.628528	4.3	10.5	
NGC1351	3.509694	-34.853611	1.8	13	
NGC1352	3.52582	-19.278297	0	15	
NGC1353	3.534194	-20.818333	3.4	11.4	
NGC1354	3.541444	-15.221667	0	14	
NGC1355	3.556528	-4.998889	1.8	13.1	
NGC1356	3.511311	-50.309306	0	0	
NGC1357	3.554778	-13.664167	2.4	13	
NGC1358	3.561016	-5.089653	2.8	12.1	
NGC1359	3.563278	-19.491667	1.9	12.2	
NGC1360	3.554072	-25.872028	6.5	0	
NGC1361	3.571589	-6.264953	0	0	
NGC1362	3.564725	-20.282336	0	14	
NGC1363	3.580417	-9.8425	0	0	
NGC1364	3.583056	-9.838889	0	0	
NGC1365	3.560069	-36.140194	9.8	9.5	
NGC1366	3.564861	-31.193333	2.7	13	
NGC1368	3.583022	-15.655956	0	15	
NGC1370	3.587361	-20.373333	0	14	
NGC1371	3.583694	-24.933139	5.4	11	
NGC1372	3.616595	-15.881919	0	0	
NGC1373	3.583056	-35.170556	0	0	
NGC1374	3.587972	-35.226111	1.8	12	
NGC1375	3.587972	-35.265833	1.9	0	
NGC1376	3.618333	-5.043333	2	13	
NGC1377	3.610833	-20.901111	0	14	
NGC1379	3.601083	-35.441389	2	12	
NGC1380	3.607667	-34.975722	4.9	11	
NGC1381	3.608778	-35.295	2.9	12	
NGC1382	3.619111	-35.194722	2.1	0	
NGC1383	3.627556	-18.339444	0	14	
NGC1384	3.653758	15.819194	0	15	
NGC1385	3.624658	-24.502	3	11.2	
