Code	RA	DEC	Diameter	mag	Name
NGC4760	12.885361	-10.494722	1.8	13	
NGC4761	12.886061	-9.197972	0	14	
NGC4762	12.882219	11.230333	8.7	10.2	
NGC4763	12.890889	-17.005833	1.7	13	
NGC4764	12.885164	-9.257806	0	16	
NGC4765	12.8874	4.463444	1.4	13	
NGC4766	12.885597	-10.378417	1.6	15	
NGC4767	12.898083	-39.714444	2.6	13	
NGC4770	12.892269	-9.541667	0	14	
NGC4771	12.889214	1.268972	4	13	
NGC4772	12.891417	2.168361	3.3	13	
NGC4773	12.893317	-8.638944	2	15	
NGC4774	12.884983	36.826083	0.6	14.4	
NGC4775	12.896083	-6.621944	2.2	12	
NGC4777	12.899575	-8.775889	2.3	15	
NGC4779	12.897456	9.709194	2.3	13	
NGC4780	12.901456	-8.621556	2.1	14	
NGC4781	12.906556	-10.536111	3.5	12	
NGC4782	12.909944	-12.568917	1.5	11.7	
NGC4783	12.910116	-12.558197	1.7	11.8	
NGC4784	12.910278	-10.613056	1.8	15	
NGC4785	12.890833	-48.749722	0	0	
NGC4786	12.909028	-6.859167	2	13	
NGC4787	12.901544	27.068167	0	15	
NGC4788	12.904456	27.303222	0	15	
NGC4789	12.905261	27.067778	1.7	12	
NGC4790	12.914433	-10.248056	1.8	13	
NGC4791	12.912197	8.053008	0	15	
NGC4792	12.917686	-12.497036	1.1	0	
NGC4793	12.911308	28.937917	2.9	11.7	
NGC4794	12.919556	-12.608889	2.3	14	
NGC4795	12.917484	8.065772	1.7	13	
NGC4796	12.917976	8.0667	0	13	
NGC4798	12.915339	27.412333	1.3	13.1	
NGC4799	12.920975	2.896278	0	14	
NGC4800	12.910494	46.530917	1.8	12	
NGC4801	12.910477	53.08995	0	15	
NGC4802	12.9305	-12.055556	0	12	
NGC4803	12.926017	8.240028	0	15	
NGC4805	12.923406	27.980472	0	0	
NGC4806	12.936806	-29.503333	0	14	
NGC4807	12.924781	27.520833	1.2	14	
NGC4808	12.930294	4.303778	2.7	12	
NGC4809	12.914147	2.652694	1.9	14	
NGC4810	12.914219	2.640278	0.8	15	
NGC4811	12.947833	-41.797222	0	0	
NGC4812	12.948	-41.812778	0	0	
NGC4813	12.943389	-6.818056	0	15	
NGC4814	12.922783	58.343833	3.2	13	
NGC4815	12.966389	-64.96	3	8.6	
NGC4816	12.936717	27.745028	1.6	15	
NGC4818	12.946917	-8.525	4.5	12	
NGC4819	12.941136	26.987083	1.2	14	
NGC4820	12.950167	-13.719167	0	15	
NGC4821	12.941428	26.956639	0.7	15	
NGC4822	12.951028	-10.762222	0	14	
NGC4824	12.943436	27.432833	0	0	
NGC4825	12.953389	-13.665	2	12.1	
NGC4826	12.945461	21.682672	9.3	8.5	Black-eye galaxy
NGC4827	12.945458	27.178528	1.7	13	
NGC4828	12.945238	28.020092	0	15	
NGC4829	12.956795	-13.737647	0	0	
NGC4830	12.957722	-19.691389	0	13	
NGC4831	12.960222	-27.291944	0	14	
NGC4832	12.963139	-39.761111	0	0	
NGC4833	12.993131	-70.875444	13.5	7.4	
NGC4834	12.940325	52.29575	0	15	
NGC4835	12.968806	-46.264167	3.4	12	
NGC4836	12.959527	-12.743917	0	13	
NGC4837	12.947192	48.299722	1.4	14	
NGC4838	12.965608	-13.060083	0	13	
NGC4839	12.956764	27.497556	4.2	14	
NGC4840	12.959133	27.609917	0.6	15	
NGC4841	12.9589	28.476639	1.9	11.5	
NGC4842	12.959986	27.492861	0.6	15	
NGC4843	12.966903	-3.621694	0	14	
NGC4845	12.967003	1.575889	5	12	
NGC4846	12.963247	36.370417	0	14	
NGC4847	12.974739	-13.140722	0	0	
NGC4848	12.968222	28.242639	1.8	14	
NGC4849	12.970206	26.396639	2.2	15	
NGC4850	12.97272	27.967475	1.6	16	
NGC4851	12.972811	28.151944	0	15	
NGC4852	13.0025	-59.613333	11	9	
NGC4853	12.976456	27.596028	1.2	13.1	
NGC4854	12.979833	27.674139	0	15	
NGC4855	12.988444	-13.230833	0	14	
NGC4856	12.989222	-15.042222	4.6	10.4	
NGC4857	12.955056	70.203278	0	14	
NGC4858	12.983953	28.115528	0.4	16	
NGC4859	12.983858	26.815278	1.7	15	
NGC4860	12.984447	28.122861	1	13.5	
NGC4861	12.983456	34.845583	4.1	12.2	
NGC4862	12.991919	-14.132056	0	15	
NGC4863	12.995142	-14.029639	0	15	
NGC4864	12.986986	27.976722	0.6	13.6	
NGC4865	12.98885	28.084028	1.4	13.3	
NGC4866	12.990867	14.170972	6.5	11	
NGC4867	12.987589	27.970639	1.1	16	
NGC4868	12.985831	37.309972	1.7	13	
NGC4869	12.989828	27.911111	1.1	13.5	
NGC4870	12.988278	37.047917	0	0	
NGC4871	12.991672	27.956111	0.5	15	
NGC4872	12.992797	27.946528	1	13.7	
NGC4873	12.992444	27.982944	0.8	14.2	
NGC4874	12.993239	27.95925	2.7	11.9	
NGC4875	12.993858	27.906889	0	16	
NGC4876	12.995642	27.912444	0.4	15	
NGC4877	13.007322	-15.283583	2.7	13	
NGC4878	13.005622	-6.104417	0	14	
NGC4879	13.007114	-6.111222	0	15	
NGC4880	13.002936	12.483139	3.3	12	
NGC4881	12.999372	28.246461	1	13.5	
NGC4883	12.998878	28.034	0	14.3	
NGC4885	13.009389	-6.853333	0	15	
NGC4886	13.001253	27.986694	0.8	13.9	
NGC4887	13.010881	-14.666556	1.6	14	
NGC4889	13.002242	27.9765	3	11.4	
NGC4890	13.010833	-4.604167	0	14	
NGC4892	13.000989	26.89775	1.6	15	
NGC4893	12.9999	37.193397	0	15	
NGC4894	13.004586	27.966861	0	16	
NGC4895	13.004986	28.201917	2.3	12.8	
NGC4896	13.008536	28.345592	1.3	13.7	
NGC4897	13.014719	-13.450333	2.8	13	
NGC4898	13.004911	27.955056	0	15	
NGC4899	13.015722	-13.944722	2.7	12	
NGC4900	13.010858	2.500139	2.3	11.5	
NGC4901	12.999003	47.205539	0	15	
NGC4902	13.016583	-14.513889	3	11.2	
NGC4903	13.023028	-30.934444	0	15	
NGC4904	13.016308	0.027833	2.3	12.1	
NGC4905	13.025167	-30.867778	0	15	
NGC4906	13.011028	27.923694	0	14.2	
NGC4907	13.013508	28.157417	1.4	13.4	
NGC4908	13.015134	28.007233	1.1	15	
NGC4909	13.033806	-42.771944	0	0	
NGC4911	13.015586	27.790417	1.3	12.8	
NGC4914	13.011922	37.315139	3.6	12	
NGC4915	13.024422	-4.545917	1.7	11.9	
NGC4916	13.015	37.361667	0	0	
NGC4917	13.015442	47.221944	0	15	
NGC4918	13.03075	-4.501111	0	0	
NGC4919	13.021556	27.8085	1.4	15	
NGC4920	13.034511	-11.378417	0	14	
NGC4921	13.023942	27.885528	2.7	12.1	
NGC4922	13.023583	29.310833	2.1	14	
NGC4923	13.025478	27.846972	1.3	13.6	
NGC4924	13.036889	-14.969444	0.7	14	
NGC4925	13.035389	-7.710556	0	14	
NGC4926	13.031619	27.62425	1.4	12.9	
NGC4927	13.032639	28.005528	0	15	
NGC4928	13.050139	-8.084722	1.3	13	
NGC4929	13.045653	28.044917	1.5	15	
NGC4930	13.068	-41.411389	3.6	0	
NGC4931	13.050261	28.03225	2	13.5	
NGC4932	13.043797	50.438639	0	14	
NGC4933	13.065822	-11.497278	2.5	13	
NGC4934	13.054533	28.02975	0	15	
NGC4935	13.055906	14.377444	0	14	
NGC4936	13.071383	-30.526389	1.9	11.3	
NGC4938	13.049306	51.318417	0	15	
NGC4939	13.070689	-10.340194	5.8	11	
NGC4940	13.083406	-47.236639	0	0	
NGC4941	13.070307	-5.551819	3.7	11.1	
NGC4942	13.071956	-7.649306	1.8	14	
NGC4943	13.062472	28.083472	0	15	
NGC4944	13.063872	28.185417	1.9	13	
NGC4945	13.090839	-49.467306	20	9	
NGC4946	13.091472	-43.591389	0	0	
NGC4947	13.089028	-35.3375	2.8	12	
NGC4948	13.082128	-7.946667	1.8	14	
NGC4949	13.071675	29.029	0	0	
NGC4950	13.093417	-43.500556	0	0	
NGC4951	13.085444	-6.494722	3.3	12	
NGC4952	13.082903	29.12225	1.6	14	
NGC4953	13.102836	-37.585972	0	0	
NGC4954	13.038775	75.404056	0	14	
NGC4955	13.101417	-29.754444	0	15	
NGC4956	13.083642	35.177778	0	13	
NGC4957	13.086792	27.569361	1.3	12.9	
NGC4958	13.096917	-8.020833	4.1	10.5	
NGC4959	13.094713	33.178933	0	15	
NGC4960	13.096567	27.734083	0	0	
NGC4961	13.096572	27.733972	1.7	13.5	
NGC4963	13.097778	41.721361	0	14	
NGC4964	13.090247	56.322472	0	13	
NGC4965	13.119278	-28.228611	2.6	14	
NGC4966	13.104797	29.062861	1.2	14	
NGC4967	13.09345	53.564083	0	15	
NGC4968	13.118333	-23.677778	0	14	
NGC4969	13.117556	13.636111	0	15	
NGC4970	13.125967	-24.008806	0	14	
NGC4971	13.115274	28.547975	1.3	15	
NGC4975	13.130633	-5.018056	0.5	0	
NGC4976	13.143731	-49.505972	4.3	10.2	
NGC4977	13.101274	55.655914	0	14	
NGC4978	13.13071	18.415283	0	14	
NGC4979	13.128564	24.810583	0	15	
NGC4980	13.152833	-28.641667	2.2	15	
NGC4981	13.146889	-6.778611	2.8	12	
NGC4982	13.146139	-10.588611	0	0	
NGC4983	13.140914	28.320444	0	15	
NGC4984	13.149225	-15.516556	2.8	12	
NGC4985	13.136704	41.676036	0	15	
NGC4986	13.140153	35.205972	0	14	
NGC4987	13.133083	51.929139	0	14	
NGC4988	13.165056	-43.105833	0	0	
NGC4989	13.154444	-5.396667	0	14	
NGC4990	13.154806	-5.272778	0	15	
NGC4991	13.154192	2.347278	0	15	
NGC4992	13.151553	11.63375	0	14	
NGC4993	13.163197	-23.384194	0	14	
NGC4994	13.163197	-23.384194	0	0	
NGC4995	13.161278	-7.833278	2.5	11	
NGC4996	13.158881	0.857033	0	14	
NGC4997	13.164361	-16.516111	0	13	
NGC4998	13.136192	50.663889	0	15	
NGC4999	13.159222	1.672694	2.6	13	
NGC5000	13.163192	28.906833	1.9	14	
NGC5001	13.159219	53.493917	0	14	
NGC5002	13.177278	36.634167	0	14	
NGC5003	13.143867	43.737528	0	15	
NGC5004	13.183764	29.636528	1.9	14	
NGC5005	13.182325	37.058433	5.4	9.8	
NGC5006	13.196033	-19.261806	0	14	
NGC5007	13.153947	62.174667	0	14	
NGC5009	13.179769	50.092417	0	15	
NGC5010	13.207306	-15.7975	0	14	
NGC5011	13.214372	-43.096667	2	13	
NGC5012	13.193597	22.915917	2.9	13	
NGC5013	13.202047	3.198722	0	15	
NGC5014	13.192042	36.282139	1.7	13	
NGC5015	13.206333	-4.337222	1.9	13	
NGC5016	13.201861	24.095111	1.9	14	
NGC5017	13.215139	-16.766111	1.7	13	
NGC5018	13.216917	-19.518889	2.6	10.8	
NGC5019	13.211792	4.729361	0	14	
NGC5020	13.2111	12.599444	0	13	
NGC5021	13.201739	46.195917	0	14	
NGC5022	13.225194	-19.547222	2.5	13	
NGC5023	13.203294	44.038167	6.5	12	
NGC5024	13.215347	18.168667	12.6	7.7	
NGC5025	13.212425	31.808778	0	14	
NGC5026	13.237139	-42.961389	2.3	13	
NGC5027	13.222479	6.061314	0	15	
NGC5028	13.229405	-13.042731	1.7	14	
NGC5029	13.210464	47.063083	0	14	
NGC5030	13.231722	-16.491111	1.9	14	
NGC5031	13.234278	-16.123889	0	14	
NGC5032	13.22415	27.802111	0	13	
NGC5033	13.224356	36.593772	10.5	10.1	
NGC5034	13.205294	70.649472	0	14	
NGC5035	13.247013	-16.493422	1.6	14	
NGC5036	13.24525	-4.179242	0	0	
NGC5037	13.249861	-16.590556	2.5	13	
NGC5038	13.250583	-15.951667	0	14	
NGC5039	13.247786	-4.158444	0	0	
NGC5040	13.225747	51.258278	0	15	
NGC5041	13.242367	30.705472	0	14	
NGC5042	13.258536	-23.98375	4.2	13	
NGC5044	13.256667	-16.385278	2.6	11	
NGC5046	13.262528	-16.326767	1.2	15	
NGC5047	13.263472	-16.518889	3	13	
NGC5048	13.268778	-28.410833	0	15	
NGC5049	13.266472	-16.397222	2.1	12.9	
NGC5050	13.261583	2.878611	0	14	
NGC5051	13.27225	-28.285833	1.4	0	
NGC5052	13.2597	29.67575	0	14	
NGC5053	13.274142	17.697806	10.5	9.8	
NGC5054	13.282861	-16.634722	5	11	
NGC5055	13.263672	42.029444	12.3	8.6	Sunflower galaxy
NGC5056	13.270086	30.949694	0	13	
NGC5057	13.274384	31.031389	0	14	
NGC5058	13.281186	12.548361	0	14	
NGC5059	13.282914	7.844417	0	15	
NGC5060	13.287856	6.037194	0	14	
NGC5061	13.301389	-26.836667	2.6	12	
NGC5062	13.306528	-35.458333	0	0	
NGC5063	13.307222	-35.353056	0	0	
NGC5064	13.316694	-47.910556	2.8	13	
NGC5065	13.291833	31.092694	0	14	
NGC5066	13.3079	-10.233833	0	14	
NGC5068	13.315206	-21.038944	6.9	11	
NGC5070	13.320142	-12.54	0	15	
NGC5071	13.310329	7.935503	0	15	
NGC5072	13.320142	-12.54	0	14	
NGC5073	13.322472	-14.846944	3.5	13	
NGC5074	13.307164	31.468611	1	14	
NGC5075	13.318411	7.831128	0	15	
NGC5076	13.325111	-12.741111	0	13	
NGC5077	13.325453	-12.657056	2	11.5	
NGC5078	13.330553	-27.409528	3.2	12	
NGC5079	13.327225	-12.699389	1.7	12	
NGC5080	13.322014	8.429039	0	14	
NGC5081	13.318958	28.506111	0	14	
NGC5082	13.344389	-43.7	3.1	0	
NGC5083	13.317533	39.589	0	15	
NGC5084	13.337994	-21.827806	4.8	12	
NGC5085	13.338278	-24.439722	3.4	12	
NGC5086	13.349722	-43.733333	0	0	
NGC5087	13.340278	-20.610833	2.3	11	
NGC5088	13.338947	-12.571889	2.7	13	
NGC5089	13.327603	30.256222	2.1	14	
NGC5090	13.353639	-43.705	2.6	13	
NGC5091	13.355056	-43.720278	2.2	0	
NGC5092	13.331011	22.999556	0	14	
NGC5093	13.327158	40.386278	0	15	
NGC5094	13.346347	-14.080917	0	14	
NGC5095	13.343561	-2.29	0	15	
NGC5096	13.335861	33.090556	0	15	
NGC5097	13.349892	-12.471639	0	0	
NGC5098	13.337406	33.143306	0.9	15	
NGC5099	13.355428	-13.042411	0	0	
NGC5100	13.349874	8.978114	0	15	
NGC5101	13.36285	-27.430556	5.5	12	
NGC5102	13.365992	-36.630694	9.3	9.7	
NGC5103	13.341686	43.083833	0	13	
NGC5104	13.356425	0.341806	0	14	
NGC5105	13.363644	-13.206944	2.6	13	
NGC5107	13.356869	38.538	1.9	14	
NGC5108	13.3885	-32.341389	0	15	
NGC5109	13.347967	57.642056	1.9	14	
NGC5110	13.382363	-12.964486	0	0	
NGC5111	13.382363	-12.964486	0	13	
NGC5112	13.365725	38.734639	3.9	12	
NGC5113	13.347967	57.642056	0	15	
NGC5114	13.400444	-32.344167	0	14	
NGC5115	13.383439	13.950778	0	15	
NGC5116	13.382142	26.980917	2.2	14	
NGC5117	13.382397	28.316472	2.3	14	
NGC5118	13.390967	6.392306	0	14	
NGC5119	13.400056	-12.276667	0	14	
NGC5120	13.4275	-63.458333	3	13	
NGC5121	13.412694	-37.683056	2.3	12	
NGC5122	13.404139	-10.654639	0	14	
NGC5123	13.386264	43.085861	0	13	
NGC5124	13.413975	-30.307722	0	13	
NGC5125	13.4002	9.709556	0	13	
NGC5126	13.414872	-30.333667	0	14	
NGC5127	13.395894	31.565222	2.6	14	
NGC5128	13.424357	-43.018944	18.2	7	
NGC5129	13.402769	13.976194	0	13	
NGC5130	13.407547	-10.210583	0	14	
NGC5131	13.399161	30.987583	0	14	
NGC5132	13.408008	14.092139	0	14	
NGC5133	13.414694	-4.0825	0	15	
NGC5134	13.421861	-21.134167	2.8	12	
NGC5135	13.428928	-29.833722	2.4	13	
NGC5136	13.414278	13.737806	0	14	
NGC5137	13.414611	14.075833	0	15	
NGC5138	13.454444	-59.033333	8	7.6	
NGC5139	13.446394	-47.481472	36.3	3.7	omega Cen
NGC5140	13.43925	-33.868333	0.5	13	
NGC5141	13.414294	36.378222	1.7	12.8	
NGC5142	13.417033	36.399389	1.1	13.3	
NGC5143	13.417036	36.43725	0	15	
NGC5144	13.381667	70.513889	1.4	13	
NGC5145	13.420547	43.266889	2.3	13	
NGC5146	13.443749	-12.324033	0	14	
NGC5147	13.438797	2.100056	1.8	11.8	
NGC5148	13.444097	2.313361	1.1	0	
NGC5149	13.435894	35.934083	0	14	
NGC5150	13.460133	-29.562333	1.4	13	
NGC5151	13.444686	16.873694	0	15	
NGC5152	13.46425	-29.619167	0	14	
NGC5153	13.465119	-29.618417	0	14	
NGC5154	13.441278	36.009917	0	15	
NGC5156	13.478944	-48.916944	2.1	13	
NGC5157	13.454714	32.029833	0	14	
NGC5158	13.463056	17.778972	0	14	
NGC5159	13.471161	2.982972	0	15	
NGC5161	13.487214	-33.174278	5.4	12	
NGC5162	13.490531	11.007472	0	15	
NGC5163	13.448443	52.753453	0	15	
NGC5164	13.453317	55.486833	1.2	15	
NGC5165	13.47759	11.386778	0	14	
NGC5166	13.470911	32.031944	0	14	
NGC5167	13.477833	12.710833	0	14	
NGC5168	13.518333	-60.94	4	9.1	
NGC5169	13.469461	46.671806	2.4	14	
NGC5170	13.496919	-17.965639	8.1	12	
NGC5171	13.489339	11.734833	0	14	
NGC5172	13.488658	17.051667	3.3	11.9	
NGC5173	13.47373	46.591786	1.3	13	
NGC5174	13.490531	11.007472	0	13	
NGC5175	13.490631	10.995194	0	13	
NGC5176	13.490281	11.781361	0	15	
NGC5177	13.490081	11.796889	0	15	
NGC5178	13.491472	11.624611	0	15	
NGC5179	13.491921	11.745869	0	15	
NGC5180	13.490811	16.825389	0	14	
NGC5181	13.494989	13.303683	0	14	
NGC5182	13.511411	-28.150444	0	13	
NGC5183	13.501717	-1.720861	0	13	
NGC5184	13.503175	-1.663194	0	13	
NGC5185	13.500636	13.415889	0	14	
NGC5186	13.501111	12.174167	0	15	
NGC5187	13.496728	31.130083	0	14	
NGC5188	13.524528	-34.795278	0	13	
NGC5189	13.559128	-65.974111	2.6	10	
NGC5190	13.510692	18.134111	0	13	
NGC5191	13.513172	11.200386	0	15	
NGC5192	13.514347	-1.779	0	15	
NGC5193	13.531528	-33.234444	1.8	13	
NGC5194	13.497903	47.195697	11	8.4	Whirlpool galaxy
NGC5195	13.499811	47.266717	5.4	9.6	
NGC5196	13.522112	-1.615422	0	15	
NGC5197	13.523659	-1.693447	0	15	
NGC5198	13.503144	46.670694	2.1	13	
NGC5199	13.511884	34.830383	0	15	
NGC5201	13.487897	53.081556	0	14	
NGC5202	13.533472	-1.699222	0	15	
NGC5203	13.537056	-8.786111	0	14	
NGC5204	13.493467	58.419083	4.8	11.3	
NGC5205	13.501008	62.511694	3.4	13	
NGC5206	13.562167	-48.151667	0	0	
NGC5207	13.537236	13.891528	0	14	
NGC5208	13.541101	7.316328	0	14	
NGC5209	13.545171	7.326711	0	14	
NGC5210	13.54705	7.169861	0	14	
NGC5211	13.551469	-1.03575	0	14	
NGC5212	13.548917	7.2875	0	15	
NGC5213	13.577561	4.130278	0	15	
NGC5214	13.546825	41.872083	0	14	
NGC5215	13.585972	-33.483889	0	15	
NGC5216	13.535344	62.700444	3	14	
NGC5217	13.568312	17.856956	0	14	
NGC5218	13.536236	62.767583	2.1	12.3	
NGC5219	13.644944	-45.855	0	0	
NGC5220	13.599028	-33.453889	0	0	
NGC5221	13.582228	13.832222	0	14	
NGC5222	13.582181	13.741389	0	14	
NGC5223	13.573669	34.690417	1.8	14	
NGC5224	13.585778	6.480944	0	15	
NGC5225	13.555578	51.490389	0	14	
NGC5226	13.584333	13.921389	0	0	
NGC5227	13.590125	1.410389	1.9	15	
NGC5228	13.576431	34.777361	0	14	
NGC5229	13.567469	47.914722	3.3	14	
NGC5230	13.592208	13.675444	2.2	13	
NGC5231	13.596756	2.999194	0	14	
NGC5232	13.602264	-8.497806	0	13	
NGC5233	13.587061	34.67675	0	15	
NGC5234	13.624944	-49.8375	1.2	0	
NGC5235	13.600408	6.584806	0	15	
NGC5236	13.616761	-29.86425	11.2	7.6	
NGC5237	13.627486	-42.847694	0	0	
NGC5238	13.578503	51.613806	2	13	
NGC5239	13.6073	7.369083	0	14	
NGC5240	13.598681	35.587778	0	14	
NGC5241	13.611083	-8.401944	0	15	
NGC5243	13.604186	38.343417	1.7	14	
NGC5244	13.644944	-45.855	0	0	
NGC5245	13.623118	3.897389	0	0	
NGC5246	13.624822	4.104361	0	15	
NGC5247	13.634211	-17.884389	5.4	10.5	
NGC5248	13.625581	8.885556	6.5	10.2	
NGC5249	13.627092	15.971833	0	14	
NGC5250	13.602031	51.235778	0	14	
NGC5251	13.623556	27.419167	0	14	
NGC5252	13.637741	4.542069	0	14	
NGC5253	13.665549	-31.640481	4	10.6	
NGC5254	13.660522	-11.494056	3.2	13	
NGC5255	13.621647	57.108972	0	15	
NGC5256	13.638197	48.276694	1.4	14	
NGC5257	13.664714	0.84	1.9	14	
NGC5258	13.666097	0.832	1.8	14	
NGC5259	13.656848	30.990658	0	15	
NGC5260	13.672194	-23.858056	1.9	13	
NGC5261	13.671143	5.076317	0	15	
NGC5262	13.593979	75.039086	0	15	
NGC5263	13.665453	28.399806	0	14	
NGC5264	13.693556	-29.913333	1.8	13	
NGC5265	13.669169	36.860944	0	15	
NGC5266	13.717139	-48.169722	3.2	12	
NGC5267	13.6778	38.793889	0	14	
NGC5270	13.703022	4.262194	0	14	
NGC5271	13.695111	30.124722	0	15	
NGC5272	13.703139	28.376389	16.2	6.4	
NGC5273	13.702322	35.653806	3.1	11.6	
NGC5274	13.706475	29.847472	0	15	
NGC5275	13.706539	29.824778	0	15	
NGC5276	13.706124	35.623956	1.1	15	
NGC5277	13.710667	29.953889	0	15	
NGC5278	13.694369	55.670278	1.4	14	
NGC5279	13.695483	55.673111	1.3	14	
NGC5280	13.715438	29.868536	0	15	
NGC5281	13.776389	-62.916667	5	5.9	
NGC5282	13.723583	30.069433	0	15	
NGC5283	13.684916	67.672883	1.3	14	
NGC5285	13.740492	2.110083	0	15	
NGC5286	13.774044	-51.375	9.1	7.6	
NGC5287	13.747931	29.770667	0	16	
NGC5288	13.812222	-64.685	4	12	
NGC5289	13.752447	41.503306	1.9	14	
NGC5290	13.755294	41.713222	3.7	13	
NGC5291	13.790086	-30.407167	1.4	0	
NGC5292	13.794389	-30.940278	1.6	14	
NGC5293	13.781311	16.272639	1.9	14	
NGC5294	13.755028	55.29	0	15	
NGC5295	13.644226	79.458642	0	15	
NGC5296	13.771862	43.851375	1.2	15	
NGC5297	13.773267	43.872417	5.6	12	
NGC5298	13.810106	-30.428833	1.4	14	
NGC5299	13.846667	-60.4	30	0	
NGC5300	13.804419	3.950639	3.9	12	
NGC5301	13.773433	46.107222	4.4	13	
NGC5302	13.813792	-30.51175	1.7	12.2	
NGC5303	13.795856	38.304694	1.1	13	
NGC5304	13.833778	-30.578333	1	15	
NGC5305	13.798822	37.825944	0	14	
NGC5306	13.819794	-7.224028	0	14	
NGC5307	13.850881	-51.205444	0.2	12	
NGC5308	13.783436	60.973	3.5	11.3	
NGC5311	13.815544	39.985556	0	13	
NGC5312	13.830702	33.622008	0	15	
NGC5313	13.829017	39.984972	1.9	13	
NGC5314	13.7698	70.339306	0	14	
NGC5315	13.899167	-66.514028	0.1	13	
NGC5316	13.899167	-61.868333	14	6	
NGC5318	13.842958	33.718556	0	13	
NGC5319	13.844611	33.761944	0	15	
NGC5320	13.838997	41.366278	3.5	13	
NGC5321	13.84548	33.632733	0	15	
NGC5322	13.820922	60.190639	5.5	10	
NGC5323	13.760156	76.827611	0	14	
NGC5324	13.868317	-6.058222	2.4	12	
NGC5325	13.848375	38.274333	0	15	
NGC5326	13.847425	39.574306	2.5	13	
NGC5327	13.867836	-2.206361	0	14	
NGC5328	13.881444	-28.489444	1.7	11.8	
NGC5329	13.86947	2.324878	0	14	
NGC5330	13.883167	-28.47	0	15	
NGC5331	13.8712	2.107722	0	14	
NGC5332	13.868833	16.969472	0	14	
NGC5333	13.906722	-48.5125	1.9	0	
NGC5334	13.881783	-1.114028	4.4	12	
NGC5335	13.882385	2.814211	0	14	
NGC5336	13.869381	43.242722	0	13	
NGC5337	13.873064	39.687333	0	13	
NGC5338	13.890703	5.2075	0	14	
NGC5339	13.900072	-7.930889	2.1	12	
NGC5340	13.816669	72.653694	0	15	
NGC5341	13.875542	37.816528	0	14	
NGC5342	13.857181	59.864056	0	14	
NGC5343	13.90325	-7.588333	0	14	
NGC5344	13.836667	73.952964	0	15	
NGC5345	13.903968	-1.436742	0	14	
NGC5346	13.883869	39.580667	0	15	
NGC5347	13.888323	33.490561	1.9	12.6	
NGC5348	13.903139	5.226861	3.6	14	
NGC5349	13.887	37.882694	0	15	
NGC5350	13.889367	40.363556	3.2	11.4	
NGC5351	13.891069	37.914278	3.1	12.1	
NGC5352	13.894008	36.133972	0	14	
NGC5353	13.890744	40.283028	2.8	11.1	
NGC5354	13.890742	40.302472	2.3	11.5	
NGC5355	13.896008	40.338333	0	14	
NGC5356	13.916275	5.333333	3.2	14	
NGC5357	13.933192	-30.341528	0	14	
NGC5358	13.900117	40.277194	0	14	
NGC5359	14.0025	-70.391667	0	0	
NGC5360	13.927375	4.984	2	14	
NGC5361	13.909786	38.449333	0	14	
NGC5362	13.914844	41.313667	2.4	13	
NGC5363	13.935356	5.254472	4.2	10.2	
NGC5364	13.936661	5.015194	7.1	10.4	
NGC5365	13.964083	-43.931111	3.1	12	
NGC5366	13.94025	0.247778	0	14	
NGC5367	13.961944	-39.978333	4	0	
NGC5368	13.908139	54.330694	1.1	14	
NGC5369	13.943778	-5.470278	0	0	
NGC5370	13.902567	60.678	0	14	
NGC5371	13.927803	40.461556	4.4	10.8	
NGC5372	13.9128	58.666444	0	13	
NGC5373	13.952072	5.251672	0	15	
NGC5374	13.958231	6.097083	1.9	14	
NGC5375	13.948903	29.163889	3.5	12	
NGC5376	13.921094	59.506861	2.1	13	
NGC5377	13.937981	47.235222	4.6	11.2	
NGC5378	13.947497	37.796917	2.7	14	
NGC5379	13.92625	59.742972	2.2	14	
NGC5380	13.9491	37.609889	2.1	13	
NGC5381	14.011389	-59.586667	14	0	
NGC5382	13.970828	6.257944	0	14	
NGC5383	13.951364	41.846	3.5	11.4	
NGC5384	13.970253	6.518	0	14	
NGC5386	13.972853	6.338528	0	13	
NGC5387	13.97355	6.070583	1.8	15	
NGC5389	13.935161	59.741472	4.1	13	
NGC5391	13.960278	46.325	0	16	
NGC5393	14.008878	-28.874917	0	15	
NGC5394	13.976036	37.453611	1.9	13	
NGC5395	13.977256	37.424861	3.1	11.6	
NGC5397	14.019556	-33.945278	0	0	
NGC5398	14.022694	-33.062778	2.9	13	
NGC5399	13.992072	34.773194	0	14	
NGC5400	14.010333	-2.857778	0	14	
NGC5401	13.995408	36.23775	0	14	
NGC5402	13.971275	59.814278	0	14	
NGC5403	13.997497	38.182194	3.2	15	
NGC5405	14.019289	7.701444	0	14	
NGC5406	14.005631	38.915	2.1	13	
NGC5407	14.013933	39.156036	0	14	
NGC5408	14.055842	-41.378861	0	0	
NGC5409	14.029467	9.490056	0	14	
NGC5410	14.015156	40.987889	0	14	
NGC5411	14.033075	8.937417	0	14	
NGC5412	13.953734	73.616456	0	14	
NGC5413	13.964935	64.910919	0	14	
NGC5414	14.034311	9.929083	0	14	
NGC5415	13.94914	70.754342	0	15	
NGC5416	14.036506	9.4395	0	13	
NGC5417	14.036967	8.03675	0	14	
NGC5418	14.038208	7.683528	0	14	
NGC5419	14.060728	-33.978444	0	12	
NGC5420	14.066678	-14.6175	0	13	
NGC5421	14.028167	33.826639	0	14	
NGC5422	14.011672	55.164389	3.9	13	
NGC5423	14.046891	9.341489	0	14	
